;reference;sous_famille;pignon 1;pignon 2;long_pan3;long_pan4;long_pan5;long_pan6;cloison7;cloison8;cloison9;cloison10;kitchenette;lieu_rangement;Liste Expertise;Liste_Amenagement
1375;CONT05850003;Container;;;;;;;;;;;;;;
1376;bung00304;Bungalow 9m;Pignon Fenêtre clim reversible 10.;Pignon sanitaire/WC 10.;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;Cloison Porte 4.0;Cloison Porte 4.0;Panneau Passage 2.0;Porte exterieure 5.0; 4.0;BTS BTS chilly mazarin ;Réparation toiture(M2) 0.0, Echange enrouleur de volet fenetre 1000mm (U) 1.0, Nettoyage intérieur cantonnement (M2) 0.1, Peinture extérieure (M2) 0.25, Peinture interieure(M2) 0.25, Barreaudage galva 100x130 (U) 1.0, Refection Lino(M2) 0.2Echange Disjoncteur  C10/C16A (U) 0.25, Echange sortie de cable (U) 0.25, Echange Pave LED (U) 0.5, Echange hublot avec detection agence H/F (U) 1.5, Echange BAES (U) 0.5, Echange Climatiseur Reversible (U) 4.0, , , ;pignon1: Pignon Fenêtre clim reversible 10.,  longpan3: 1/2 long Pan Plein 2.5,  longpan5: 1/2 long Pan Plein 2.5,  cloison_int7: Cloison Porte 4.0,  cloison_pass9: Panneau Passage 2.0,  cloison_pass10: Porte exterieure 5.0,  kitchenette: <vide> 4.0, 
1377;Bung00768;Bungalow 9m;Pignon Fenêtre clim reversible 10.;Pignon Fenêtre convecteur 7.0; 1.0; 1.0; 1.0;1/2 long Pan Plein 2.5;Cloison Pleine 3.0;Cloison Pleine 3.0;Panneau Plein 2.0; 0.5; 4.0;chilly Mazarin ;; longpan3: <vide> 1.0,  longpan6: 1/2 long Pan Plein 2.5,  cloison_int7: Cloison Pleine 3.0,  cloison_int8: Cloison Pleine 3.0,  cloison_pass9: Panneau Plein 2.0,  kitchenette: <vide> 4.0, 
1378;BUNG01066;Bungalow 9m;Pignon Fenêtre clim reversible 10.;Pignon Fenêtre clim reversible 10.; 1.0; 1.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0;Cloison Porte 4.0; 0.5;Porte exterieure 5.0;;;;
1379;bung01526;Bungalow 9m;Pignon Fenêtre 5.0;Pignon Fenêtre clim reversible 10.;<vide> 1.0;;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;<vide> 1.0;<vide> 1.0;<vide> 0.5;Porte exterieure 5.0;<vide> 4.0;;;pignon1: Pignon Fenêtre 5.0,  pignon2: Pignon Fenêtre clim reversible 10.,  longpan3: <vide> 1.0,  longpan4: null,  longpan5: 1/2 long Pan Plein 2.5,  longpan6: 1/2 long Pan Plein 2.5,  cloison_int7: <vide> 1.0,  cloison_int8: <vide> 1.0,  cloison_pass9: <vide> 0.5,  cloison_pass10: Porte exterieure 5.0,  kitchenette: <vide> 4.0,  config_sanitaires: null,  config_vestiaires: null,  config_WC_HF: null
1380;BUNG00350;Bungalow 9m;Pignon ferme 2.5;Pignon sanitaire/WC 10.;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;<vide> 1.0;<vide> 1.0;Panneau Passage 2.0;Porte exterieure 5.0;<vide> 4.0;;;pignon1: Pignon ferme 2.5,  pignon2: Pignon sanitaire/WC 10.,  longpan3: 1/2 long Pan Plein 2.5,  longpan4: 1/2 long Pan Plein 2.5,  longpan5: 1/2 long Pan Plein 2.5,  longpan6: 1/2 long Pan Plein 2.5,  cloison_int7: <vide> 1.0,  cloison_int8: <vide> 1.0,  cloison_pass9: Panneau Passage 2.0,  cloison_pass10: Porte exterieure 5.0,  kitchenette: <vide> 4.0,  config_sanitaires: <n/a> 0.0 ,  config_vestiaires: null,  config_WC_HF: null
1381;BUNG00333;Bungalow 9m;Pignon Fenêtre 5.0;Pignon Fenêtre clim reversible 10.;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;;;Panneau Passage 2.0;Panneau Passage 2.0;Pignon #01 5.0;;;pignon1: Pignon Fenêtre 5.0,  pignon2: Pignon Fenêtre clim reversible 10.,  longpan3: 1/2 long Pan Plein 2.5,  longpan4: 1/2 long Pan Plein 2.5,  longpan5: 1/2 long Pan Plein 2.5,  longpan6: 1/2 long Pan Plein 2.5,  cloison_int7: null,  cloison_int8: null,  cloison_pass9: Panneau Passage 2.0,  cloison_pass10: Panneau Passage 2.0,  kitchenette: Pignon #01 5.0,  config_sanitaires: null,  config_vestiaires: null,  config_WC_HF: null
1382;bung01527;Bungalow 9m;Pignon Fenêtre 5.0;Pignon Fenêtre clim reversible 10.;<vide> 1.0;<vide> 1.0;<vide> 1.0;<vide> 1.0;<vide> 1.0;<vide> 1.0;<vide> 0.5;<vide> 0.5;<vide> 4.0;;;pignon1: Pignon Fenêtre 5.0,  pignon2: Pignon Fenêtre clim reversible 10.,  longpan3: <vide> 1.0,  longpan4: <vide> 1.0,  longpan5: <vide> 1.0,  longpan6: <vide> 1.0,  cloison_int7: <vide> 1.0,  cloison_int8: <vide> 1.0,  cloison_pass9: <vide> 0.5,  cloison_pass10: <vide> 0.5,  kitchenette: <vide> 4.0,  config_sanitaires: null,  config_vestiaires: null,  config_WC_HF: null
1383;Bung04010;Bungalow 6m;;;;;;;;;;;;;;
1384;BUNG03390;Bungalow 6m;;;;;;;;;;;;;;pignon1: Pignon ferme 2.5,  pignon2: Pignon Fenêtre convecteur 7.0,  longpan3: Long Pan 6m standard 2.5,  longpan4: <vide> 1.0,  passage5: 0,0,  passage6: 0,0,  cloison7: null,  kitchenette: null,  config_sanitaires: null,  config_vestiaires: null,  config_WC_HF: null
1385;BUNG00177;Bungalow 9m;Pignon mi-Plein/mi-Fenetre 5.0;Pignon mi-Plein/mi-Fenetre 5.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Passage 2.0;Panneau Passage 2.0; 4.0;;;
1386;BUNG01328;Bungalow 9m;Pignon Fenêtre 5.0;Pignon mi-Plein/mi-Fenetre 5.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.5; 0.5;Pignon #02 5.0;;;pignon1: Pignon Fenêtre 5.0,  longpan3: <vide> 1.0,  longpan5: <vide> 1.0,  longpan6: <vide> 1.0,  cloison_int7: <vide> 1.0,  cloison_int8: <vide> 1.0,  cloison_pass9: <vide> 0.5,  cloison_pass10: <vide> 0.5,  kitchenette: Pignon #02 5.0, 
1387;BUNG01162;Bungalow 9m;Pignon Fenêtre convecteur 7.0;Pignon Fenêtre convecteur 7.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;;;Porte exterieure 5.0;Panneau Passage 2.0;;;;
1388;BUNG03062;Bungalow 6m;;;;;;;;;;; 4.0;;;pignon1: Pignon ferme 2.5,  pignon2: Pignon Fenêtre convecteur 7.0,  longpan3: Long Pan 6m standard 2.5,  longpan4: Long Pan 6m standard 2.5,  passage5: 0,0,  passage6: 0,0,  cloison7: null,  kitchenette: <vide> 4.0,  config_sanitaires: null,  config_vestiaires: <n/a> 0.0,  config_WC_HF: null
1389;Bung03447;Bungalow 6m;;;;;;;;;;;;ateliers ;;pignon1: Pignon Porte 2.5,  pignon2: Pignon Fenêtre convecteur 7.0,  longpan3: Long Pan 6m standard 2.5,  longpan4: Long Pan 6m standard 2.5,  passage5: 0,0,  passage6: 0,0,  cloison7: null,  kitchenette: null,  config_sanitaires: null,  config_vestiaires: null,  config_WC_HF: null
1390;BUNG00175;Bungalow 9m;Pignon Fenêtre 5.0;Pignon Fenêtre clim reversible 10.;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Cloison Porte 4.0;Cloison Porte 4.0; 0.5; 0.5; 4.0;;Barreaudage galva 100x130 (U) 1.0Echange Fluo 36 W 1.20M (U) 0.25, Echange réglette double  (U) 1.0, Echange Détecteur de présence (U) 0.25, Echange contact de fenêtres (U) 0.25, , , ;pignon1: Pignon Fenêtre 5.0,  pignon2: Pignon Fenêtre clim reversible 10.,  longpan4: 1/2 long Pan Plein 2.5,  cloison_int7: Cloison Porte 4.0,  cloison_int8: Cloison Porte 4.0,  cloison_pass9: <vide> 0.5, 
1391;BUNG03080;Bungalow 6m;;;;;;;;;;;;Tourville ;;pignon1: Pignon ferme 2.5,  pignon2: Pignon Fenêtre convecteur 7.0,  longpan3: Long Pan 6m specifique 6.5,  longpan4: <vide> 1.0,  passage5: 0,0,  passage6: 0,0,  cloison7: null,  kitchenette: null,  config_sanitaires: null,  config_vestiaires: null,  config_WC_HF: <n/a> 0.0
1392;bung03994;Bungalow 6m;;;;;;;;;;;;;;
1393;BUNG01068;Bungalow 9m;Pignon Fenêtre clim reversible 10.;Pignon Fenêtre clim reversible 10.;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0; 1.0;Cloison Porte 4.0;Panneau Passage 2.0; 0.5;;;; pignon2: Pignon Fenêtre clim reversible 10., 
1394;Bung00771;Bungalow 9m;Pignon mi-Plein/mi-Fenetre 5.0;Pignon mi-Plein/mi-Fenetre 5.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Passage 2.0;Panneau Passage 2.0;;chilly Mazarin ;;
1395;BUNG03326;Bungalow 6m;;;;;;;;;;;;;; passage6: 9.0, 
1396;Bung00783;Bungalow 9m;Pignon Fenêtre convecteur 7.0;Pignon Fenêtre convecteur 7.0; 1.0; 1.0; 1.0;1/2 long Pan Plein 2.5; 1.0;Cloison Porte 4.0; 0.5; 0.5; 4.0;chilly Mazarin ;; pignon2: Pignon Fenêtre convecteur 7.0, 
1397;BUNG01071;Bungalow 9m;Pignon Fenêtre clim reversible 10.;Pignon sanitaire/WC 10.; 1.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;Cloison Porte 4.0;Cloison Porte 4.0; 0.5;Porte exterieure 5.0; 4.0;;; longpan3: <vide> 1.0,  cloison_pass9: <vide> 0.5,  cloison_pass10: Porte exterieure 5.0,  kitchenette: <vide> 4.0,  config_WC_HF: <n/a> 0.0
1398;BUNG03083;Bungalow 6m;;;;;;;;;;;;Tourville ;; passage5: 6.0,  passage6: 6.0, 
1399;bung01538;Bungalow 9m;;;;;;;;;;;;;;
1400;BUNG01141;Bungalow 9m;Pignon mi-Plein/mi-Fenetre 5.0;Pignon Fenêtre convecteur 7.0; 1.0; 1.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0; 0.5;Porte exterieure 5.0;Pignon #01 5.0;;; longpan5: 1/2 long Pan Plein 2.5,  longpan6: 1/2 long Pan Plein 2.5,  cloison_pass10: Porte exterieure 5.0, 
1401;BUNG03097;Bungalow 6m;;;;;;;;;;;;Tourville ;;pignon1: Pignon ferme 2.5,  pignon2: Pignon Fenêtre convecteur/window 10.,  longpan3: Long Pan 6m standard 2.5,  longpan4: <vide> 1.0,  passage5: 0,0,  passage6: 0,0,  cloison7: null,  kitchenette: null,  config_sanitaires: null,  config_vestiaires: null,  config_WC_HF: null
1402;BUNG03318;Bungalow 6m;;;;;;;;;;;;;;
1403;bung00400;Bungalow 9m;Pignon mi-Plein/mi-Fenetre 5.0;Pignon mi-Plein/mi-Fenetre 5.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Passage 2.0;Panneau Passage 2.0; 4.0;;; pignon2: Pignon mi-Plein/mi-Fenetre 5.0, 
1404;bung01291;Bungalow 9m;Pignon sanitaire/WC 10.;Pignon Fenêtre clim reversible 10.;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;<vide> 1.0; 1.0;Cloison Porte 4.0;Cloison Porte 4.0;Porte exterieure 5.0;<vide> 0.5;<vide> 4.0;;;pignon1: Pignon sanitaire/WC 10.,  pignon2: Pignon Fenêtre clim reversible 10.,  longpan3: 1/2 long Pan Plein 2.5,  longpan4: 1/2 long Pan Plein 2.5,  longpan5: <vide> 1.0,  longpan6: null,  cloison_int7: Cloison Porte 4.0,  cloison_int8: Cloison Porte 4.0,  cloison_pass9: Porte exterieure 5.0,  cloison_pass10: <vide> 0.5,  kitchenette: <vide> 4.0,  config_sanitaires: null,  config_vestiaires: null,  config_WC_HF: <n/a> 0.0
1405;Bung00472;Bungalow 9m;Pignon Fenêtre clim reversible 10.;Pignon Fenêtre convecteur 7.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Cloison Porte 4.0;Cloison Porte 4.0;Porte exterieure 5.0;Panneau Passage 2.0;;chilly mazarin ;_Sansréserve 0.0Echange Climatiseur Reversible (U) 4.0, , , ; pignon2: Pignon Fenêtre convecteur 7.0,  longpan5: <vide> 1.0, 
1406;BUNG01447;Bungalow 9m;Pignon Fenêtre convecteur 7.0;Pignon Fenêtre clim reversible 10.;1/2 long Pan Plein 2.5; 1.0; 1.0; 1.0; 1.0; 1.0; 0.5; 0.5;;;; pignon2: Pignon Fenêtre clim reversible 10., 
1407;Bung00281;Bungalow 9m;Pignon Fenêtre convecteur 7.0;Pignon Fenêtre convecteur 7.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Passage 2.0;Panneau Passage 2.0;;CMS;;
1408;BUNG00277;Bungalow 9m;Pignon Fenêtre clim reversible 10.;Pignon sanitaire/WC 10.; 1.0; 1.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0;Cloison Porte 4.0; 0.5; 0.5;;;;pignon1: Pignon Fenêtre clim reversible 10.,  pignon2: Pignon sanitaire/WC 10.,  longpan3: <vide> 1.0,  longpan4: <vide> 1.0,  longpan5: 1/2 long Pan Plein 2.5,  longpan6: 1/2 long Pan Plein 2.5,  cloison_int7: <vide> 1.0,  cloison_int8: Cloison Porte 4.0,  cloison_pass9: <vide> 0.5,  cloison_pass10: <vide> 0.5,  kitchenette: null,  config_sanitaires: null,  config_vestiaires: null,  config_WC_HF: null
1409;BUNG00092;Bungalow 9m;Pignon Fenêtre convecteur 7.0;Pignon Fenêtre convecteur 7.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Passage 2.0;Panneau Passage 2.0; 4.0;;;
1410;Bung00659;Bungalow 9m;Pignon mi-Plein/mi-Fenetre 5.0;Pignon mi-Plein/mi-Fenetre 5.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;<vide> 1.0;<vide> 1.0;Panneau Passage 2.0;Panneau Passage 2.0;;CMS;;pignon1: Pignon mi-Plein/mi-Fenetre 5.0,  pignon2: Pignon mi-Plein/mi-Fenetre 5.0,  longpan3: 1/2 long Pan Plein 2.5,  longpan4: 1/2 long Pan Plein 2.5,  longpan5: 1/2 long Pan Plein 2.5,  longpan6: 1/2 long Pan Plein 2.5,  cloison_int7: <vide> 1.0,  cloison_int8: <vide> 1.0,  cloison_pass9: Panneau Passage 2.0,  cloison_pass10: Panneau Passage 2.0,  kitchenette: null,  config_sanitaires: null,  config_vestiaires: null,  config_WC_HF: null
1411;BUNG01423;Bungalow 9m;Pignon Fenêtre 5.0;Pignon Fenêtre 5.0; 1.0; 1.0; 1.0;1/2 long Pan Fenêtre 5.0;Cloison Pleine 3.0;Cloison Porte 4.0;Panneau Passage 2.0;Panneau Passage 2.0;;;;
1412;BUNG03497;Bungalow 6m;;;;;;;;;;;;;;
1413;BUNG04074;Bungalow 6m;;;;;;;;;;;;;;
1414;Bung00577;Bungalow 9m;Pignon ferme 2.5;Pignon ferme 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0; 0.5; 0.5;;chilly mazarin ;;
1415;BUNG01087;Bungalow 9m;Pignon Fenêtre clim reversible 10.;Pignon Fenêtre clim reversible 10.;1/2 long Pan Plein 2.5; 1.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;Cloison Pleine 3.0;Cloison Pleine 3.0;Panneau Passage 2.0;Panneau Passage 2.0; 4.0;;;
1416;Bung00477;Bungalow 9m;Pignon Fenêtre clim reversible 10.;Pignon Fenêtre convecteur 7.0; 1.0; 1.0; 1.0; 1.0;Cloison Porte 4.0;Cloison Porte 4.0; 0.5; 0.5;;chilly mazarin ;; pignon2: Pignon Fenêtre convecteur 7.0,  longpan3: <vide> 1.0,  longpan4: <vide> 1.0,  longpan5: <vide> 1.0,  longpan6: <vide> 1.0, 
1417;BUNG01519;Bungalow 9m;Pignon Fenêtre 5.0;Pignon Fenêtre clim reversible 10.;<vide> 1.0;<vide> 1.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;<vide> 1.0;<vide> 1.0;<vide> 0.5;Porte exterieure 5.0;;;;pignon1: Pignon Fenêtre 5.0,  pignon2: Pignon Fenêtre clim reversible 10.,  longpan3: <vide> 1.0,  longpan4: <vide> 1.0,  longpan5: 1/2 long Pan Plein 2.5,  longpan6: 1/2 long Pan Plein 2.5,  cloison_int7: <vide> 1.0,  cloison_int8: <vide> 1.0,  cloison_pass9: <vide> 0.5,  cloison_pass10: Porte exterieure 5.0,  kitchenette: null,  config_sanitaires: null,  config_vestiaires: null,  config_WC_HF: null
1418;Bung03419;Bungalow 6m;;;;;;;;;;;;;;
1419;CONT05850019;Container;;;;;;;;;;;;;;
1420;Bung00591;Bungalow 9m;Pignon Fenêtre 5.0;Pignon Fenêtre 5.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.5; 0.5;;;;
1421;BUNG00220;Bungalow 9m;Pignon Fenêtre convecteur/window 10.;Pignon sanitaire/WC 10.;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Passage 2.0;Porte exterieure 5.0;;;;
1422;BUNG03109;Bungalow 6m;;;;;;;;;;;;Tourville;;
1423;Bung00538;Bungalow 9m;Pignon Fenêtre convecteur 7.0;Pignon sanitaire/WC 10.;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Passage 2.0;Porte exterieure 5.0;;chilly mazarin ;;pignon1: Pignon Fenêtre convecteur 7.0,  pignon2: Pignon sanitaire/WC 10.,  longpan3: 1/2 long Pan Plein 2.5,  longpan4: 1/2 long Pan Plein 2.5,  longpan5: 1/2 long Pan Plein 2.5,  longpan6: 1/2 long Pan Plein 2.5,  cloison_int7: <vide> 1.0,  cloison_int8: <vide> 1.0,  cloison_pass9: Panneau Passage 2.0,  cloison_pass10: Porte exterieure 5.0,  kitchenette: null,  config_sanitaires: communicant 6.5,  config_vestiaires: null,  config_WC_HF: WC/Douche 16.
1424;Bung04014;Bungalow 6m;;;;;;;;;;;;;;
1425;BUNG01142;Bungalow 9m;Pignon ferme 2.5;Pignon sanitaire/WC 10.;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;<vide> 1.0;<vide> 1.0;Panneau Passage 2.0;Panneau Passage 2.0;;;;pignon1: Pignon ferme 2.5,  pignon2: Pignon sanitaire/WC 10.,  longpan3: 1/2 long Pan Plein 2.5,  longpan4: 1/2 long Pan Plein 2.5,  longpan5: 1/2 long Pan Plein 2.5,  longpan6: 1/2 long Pan Plein 2.5,  cloison_int7: <vide> 1.0,  cloison_int8: <vide> 1.0,  cloison_pass9: Panneau Passage 2.0,  cloison_pass10: Panneau Passage 2.0,  kitchenette: null,  config_sanitaires: null,  config_vestiaires: null,  config_WC_HF: null
1426;Bung00695;Bungalow 9m;Pignon Fenêtre 5.0;Pignon Fenêtre clim reversible 10.; 1.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;Cloison Porte 4.0;Cloison Porte 4.0; 0.5; 0.5;;CMS ;;
1427;BUNG01507;Bungalow 9m;Pignon sanitaire/WC 10.;Pignon Fenêtre clim reversible 10.;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;;Cloison Porte 4.0;Cloison Porte 4.0;Porte exterieure 5.0;Panneau Passage 2.0;<vide> 4.0;;;pignon1: Pignon sanitaire/WC 10.,  pignon2: Pignon Fenêtre clim reversible 10.,  longpan3: 1/2 long Pan Plein 2.5,  longpan4: 1/2 long Pan Plein 2.5,  longpan5: 1/2 long Pan Plein 2.5,  longpan6: null,  cloison_int7: Cloison Porte 4.0,  cloison_int8: Cloison Porte 4.0,  cloison_pass9: Porte exterieure 5.0,  cloison_pass10: Panneau Passage 2.0,  kitchenette: <vide> 4.0,  config_sanitaires: null,  config_vestiaires: null,  config_WC_HF: <n/a> 0.0
1428;BUNG03319;Bungalow 6m;;;;;;;;;;;;;;
1429;BUNG04225;Bungalow 6m;;;;;;;;;;;;;;
1430;bung01153;Bungalow 9m;Pignon Fenêtre clim reversible 10.;Pignon ferme 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;Cloison Porte 4.0;Cloison Porte 4.0;Panneau Passage 2.0;Porte exterieure 5.0;;;;
1431;Bung04034;Bungalow 6m;;;;;;;;;;;;;;pignon1: Pignon ferme 2.5,  pignon2: Pignon Fenêtre convecteur/window 10.,  longpan3: Long Pan 6m specifique 6.5,  longpan4: Long Pan 6m specifique 6.5,  passage5: 0,0,  passage6: 0,0,  cloison7: null,  kitchenette: null,  config_sanitaires: null,  config_vestiaires: séchant individuel 20.,  config_WC_HF: null
1432;Bung00818;Bungalow 9m;Pignon mi-Plein/mi-Fenetre 5.0;Pignon mi-Plein/mi-Fenetre 5.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Passage 2.0;Panneau Passage 2.0;;;;
1433;BUNG01099;Bungalow 9m;Pignon ferme 2.5;Pignon sanitaire/WC 10.;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Plein 2.0;Porte exterieure 5.0;;;;
1434;Bung00680;Bungalow 9m;Pignon Fenêtre convecteur 7.0;Pignon Fenêtre convecteur 7.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Passage 2.0;Panneau Passage 2.0;;CMS;;
1435;BUNG01105;Bungalow 9m;Pignon mi-Plein/mi-Fenetre 5.0;Pignon Fenêtre convecteur 7.0;1/2 long Pan Plein 2.5; 1.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;Cloison Porte 4.0;Cloison Pleine 3.0;Panneau Passage 2.0;Panneau Passage 2.0;Pignon #01 5.0;;; pignon2: Pignon Fenêtre convecteur 7.0, 
1436;BUNG03528;Bungalow 6m;;;;;;;;;;; 4.0;;;pignon1: Pignon ferme 2.5,  pignon2: Pignon Fenêtre convecteur 7.0,  longpan3: <vide> 1.0,  longpan4: <vide> 1.0,  passage5: 6.0,  passage6: 4.0,  cloison7: null,  kitchenette: <vide> 4.0,  config_sanitaires: communicant 6.5,  config_vestiaires: <n/a> 0.0,  config_WC_HF: <n/a> 0.0
1437;BUNG01468;Bungalow 9m;Pignon Fenêtre 5.0;Pignon Fenêtre convecteur 7.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Passage 2.0;Porte exterieure 5.0;Pignon #01 5.0;;;
1438;Bung00622;Bungalow 9m;Pignon Porte 6.0;Pignon Porte 6.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Plein 2.0;Panneau Plein 2.0;Cloison 1/2 long pan #04 5.0;chilly Mazarin ;;
1439;BUNG01111;Bungalow 9m;Pignon ferme 2.5;Pignon sanitaire/WC 10.;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Passage 2.0;Porte exterieure 5.0; 4.0;;;pignon1: Pignon ferme 2.5,  pignon2: Pignon sanitaire/WC 10.,  longpan3: 1/2 long Pan Plein 2.5,  longpan4: 1/2 long Pan Plein 2.5,  longpan5: 1/2 long Pan Plein 2.5,  longpan6: 1/2 long Pan Plein 2.5,  cloison_int7: <vide> 1.0,  cloison_int8: <vide> 1.0,  cloison_pass9: Panneau Passage 2.0,  cloison_pass10: Porte exterieure 5.0,  kitchenette: <vide> 4.0,  config_sanitaires: <n/a> 0.0 ,  config_vestiaires: null,  config_WC_HF: null
1440;BUNG03451;Bungalow 6m;;;;;;;;;;;Pignon #02 5.0;;;pignon1: Pignon Porte 2.5,  pignon2: Pignon mi-Plein/mi-Fenetre 5.0,  longpan3: <vide> 1.0,  longpan4: Long Pan 6m standard 2.5,  passage5: 4,0,  passage6: 6,0,  cloison7: null,  kitchenette: Pignon #02 5.0,  config_sanitaires: null,  config_vestiaires: null,  config_WC_HF: null
1441;BUNG03108;Bungalow 6m;;;;;;;;;;;;Tourville ;;
1442;Bung00761;Bungalow 9m;Pignon Fenêtre convecteur 7.0;Pignon Fenêtre clim reversible 10.;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0; 1.0; 1.0;Panneau Passage 2.0; 0.5;;chilly Mazarin ;;pignon1: Pignon Fenêtre convecteur 7.0,  pignon2: Pignon Fenêtre clim reversible 10.,  longpan5: <vide> 1.0,  cloison_pass10: <vide> 0.5, 
1443;BUNG01122;Bungalow 9m;Pignon Fenêtre convecteur 7.0;Pignon Fenêtre convecteur 7.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Passage 2.0;Panneau Passage 2.0;;;;
1444;BUNG00500;Bungalow 9m;Pignon Fenêtre convecteur 7.0;Pignon Fenêtre convecteur 7.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.5; 0.5; 4.0;;;pignon1: Pignon Fenêtre convecteur 7.0,  pignon2: Pignon Fenêtre convecteur 7.0,  longpan3: <vide> 1.0,  longpan4: <vide> 1.0,  longpan5: <vide> 1.0,  longpan6: <vide> 1.0,  cloison_int7: <vide> 1.0,  cloison_int8: <vide> 1.0,  cloison_pass9: <vide> 0.5,  cloison_pass10: <vide> 0.5,  kitchenette: <vide> 4.0,  config_sanitaires: null,  config_vestiaires: null,  config_WC_HF: null
1445;Bung00784;Bungalow 9m;Pignon mi-Plein/mi-Fenetre 5.0;Pignon mi-Plein/mi-Fenetre 5.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Porte exterieure 5.0;Panneau Passage 2.0;;chilly Mazarin ;;
