;reference;sous_famille;pignon 1;pignon 2;long_pan3;long_pan4;long_pan5;long_pan6;cloison7;cloison8;cloison9;cloison10;kitchenette;lieu_rangement;Liste Expertise;Liste_Amenagement
2038;Bung00789;Bungalow 9m;Pignon mi-Plein/mi-Fenetre 5.0;Pignon mi-Plein/mi-Fenetre 5.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Passage 2.0;Panneau Passage 2.0;;chilly Mazarin ;;
2039;bUNG00894;Bungalow 9m;Pignon Fenêtre convecteur 7.0;Pignon Fenêtre convecteur 7.0; 1.0; 1.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0; 0.5;Panneau Passage 2.0; 4.0;;;
2040;bung00294;Bungalow 9m;Pignon Fenêtre clim reversible 10.;Pignon sanitaire/WC 10.; 1.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;Cloison Porte 4.0;Cloison Porte 4.0;Panneau Passage 2.0;Panneau Passage 2.0; 4.0;atelier ;Réparation toiture(M2) 0.0, Echange canon de serrure(U) 0.5, Echange porte intérieure (U) 1.5, Nettoyage intérieur cantonnement (M2) 0.1, Peinture extérieure (M2) 0.25, Peinture interieure(M2) 0.25, Barreaudage galva 100x130 (U) 1.0, Refection Lino(M2) 0.2Echange hublot avec detection agence H/F (U) 1.5, Echange Détecteur de présence (U) 0.25, Echange Climatiseur Reversible (U) 4.0, , , ;pignon1: Pignon Fenêtre clim reversible 10.,  longpan3: <vide> 1.0, 
2041;BUNG03490;Bungalow 6m;;;;;;;;;;;;;;pignon1: Pignon ferme 2.5,  pignon2: Pignon Fenêtre convecteur 7.0,  longpan3: Long Pan 6m standard 2.5,  longpan4: <vide> 1.0,  passage5: 0,0,  passage6: 0,0,  cloison7: null,  kitchenette: null,  config_sanitaires: null,  config_vestiaires: null,  config_WC_HF: null
2042;Bung00639;Bungalow 9m;Pignon Fenêtre convecteur 7.0;Pignon sanitaire/WC 10.;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Porte exterieure 5.0;Panneau Passage 2.0;;chilly Mazarin ;;
2043;BUNG01440;Bungalow 9m;Pignon Fenêtre clim reversible 10.;Pignon Fenêtre 5.0; 1.0;1/2 long Pan Plein 2.5; 1.0;1/2 long Pan Plein 2.5;Cloison Porte 4.0;Cloison Porte 4.0;Panneau Passage 2.0;Panneau Passage 2.0;;;;
2044;bung01367;Bungalow 9m;;;;;;;;;;;;;;
2045;BUNG03115;Bungalow 6m;;;;;;;;;;;;;;pignon1: Pignon Porte 2.5,  passage5: 6.0,  passage6: 6.0,  cloison7: null, 
2046;BUNG04065;Bungalow 6m;;;;;;;;;;;;;;pignon1: Pignon ferme 2.5,  pignon2: Pignon Fenêtre convecteur 7.0,  longpan3: Long Pan 6m standard 2.5,  longpan4: Long Pan 6m standard 2.5,  passage5: 0,0,  passage6: 0,0,  cloison7: null,  kitchenette: null,  config_sanitaires: null,  config_vestiaires: séchant individuel 20.,  config_WC_HF: null
2047;BUNG03203;Bungalow 6m;;;;;;;;;;;;;;
2048;BUNG04097;Bungalow 6m;;;;;;;;;;;Pignon #02 5.0;;; longpan4: Long Pan 6m specifique 6.5, 
2049;BUNG04061;Bungalow 6m;;;;;;;;;;;;;;pignon1: Pignon Porte 2.5,  pignon2: Pignon sanitaire/WC 10.,  longpan3: Long Pan 6m standard 2.5,  longpan4: Long Pan 6m standard 2.5,  passage5: 0,0,  passage6: 0,0,  cloison7: null,  kitchenette: null,  config_sanitaires: null,  config_vestiaires: null,  config_WC_HF: null
2050;BUNG03293;Bungalow 6m;;;;;;;;;;;Pignon #02 5.0;;;
2051;BUNG01505;Bungalow 9m;Pignon Fenêtre convecteur 7.0;Pignon Fenêtre convecteur 7.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;<vide> 1.0;<vide> 1.0;Porte exterieure 5.0;<vide> 0.5;<vide> 4.0;;;pignon1: Pignon Fenêtre convecteur 7.0,  pignon2: Pignon Fenêtre convecteur 7.0,  longpan3: 1/2 long Pan Plein 2.5,  longpan4: 1/2 long Pan Plein 2.5,  longpan5: 1/2 long Pan Plein 2.5,  longpan6: 1/2 long Pan Plein 2.5,  cloison_int7: <vide> 1.0,  cloison_int8: <vide> 1.0,  cloison_pass9: Porte exterieure 5.0,  cloison_pass10: <vide> 0.5,  kitchenette: <vide> 4.0,  config_sanitaires: null,  config_vestiaires: <n/a> 0.0,  config_WC_HF: null
2052;bung00290;Bungalow 9m;Pignon Fenêtre clim reversible 10.;Pignon Fenêtre clim reversible 10.;1/2 long Pan Plein 2.5; 1.0; 1.0;1/2 long Pan Plein 2.5;Cloison Porte 4.0;Cloison Porte 4.0;Panneau Passage 2.0;Panneau Passage 2.0; 4.0;;;pignon1: Pignon Fenêtre clim reversible 10.,  pignon2: Pignon Fenêtre clim reversible 10.,  longpan3: 1/2 long Pan Plein 2.5,  longpan4: <vide> 1.0,  longpan5: <vide> 1.0,  cloison_int7: Cloison Porte 4.0,  cloison_int8: Cloison Porte 4.0,  cloison_pass9: Panneau Passage 2.0,  cloison_pass10: Panneau Passage 2.0, 
2053;BUNG01501;Bungalow 9m;Pignon Fenêtre convecteur 7.0;Pignon Fenêtre convecteur 7.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;<vide> 1.0;<vide> 1.0;<vide> 0.5;<vide> 0.5;<vide> 4.0;;;pignon1: Pignon Fenêtre convecteur 7.0,  pignon2: Pignon Fenêtre convecteur 7.0,  longpan3: 1/2 long Pan Plein 2.5,  longpan4: 1/2 long Pan Plein 2.5,  longpan5: 1/2 long Pan Plein 2.5,  longpan6: 1/2 long Pan Plein 2.5,  cloison_int7: <vide> 1.0,  cloison_int8: <vide> 1.0,  cloison_pass9: <vide> 0.5,  cloison_pass10: <vide> 0.5,  kitchenette: <vide> 4.0,  config_sanitaires: null,  config_vestiaires: <n/a> 0.0,  config_WC_HF: null
2054;BUNG03344;Bungalow 6m;;;;;;;;;;;;;;pignon1: Pignon ferme 2.5,  pignon2: Pignon Fenêtre convecteur 7.0,  longpan3: Long Pan 6m specifique 6.5,  longpan4: Long Pan 6m specifique 6.5,  passage5: 0,0,  passage6: 0,0,  cloison7: null,  kitchenette: null,  config_sanitaires: null,  config_vestiaires: null,  config_WC_HF: null
2055;Bung03417;Bungalow 6m;;;;;;;;;;;;;;
2056;BUNG03544;Bungalow 6m;;;;;;;;;;; 4.0;;;
2057;Bung00667;Bungalow 9m;Pignon mi-Plein/mi-Fenetre 5.0;Pignon Fenêtre convecteur 7.0;<vide> 1.0;<vide> 1.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;<vide> 1.0;<vide> 1.0;<vide> 0.5;Porte exterieure 5.0;Pignon #01 5.0;chilly mazarin ;;pignon1: Pignon mi-Plein/mi-Fenetre 5.0,  pignon2: Pignon Fenêtre convecteur 7.0,  longpan3: <vide> 1.0,  longpan4: <vide> 1.0,  longpan5: 1/2 long Pan Plein 2.5,  longpan6: 1/2 long Pan Plein 2.5,  cloison_int7: <vide> 1.0,  cloison_int8: <vide> 1.0,  cloison_pass9: <vide> 0.5,  cloison_pass10: Porte exterieure 5.0,  kitchenette: Pignon #01 5.0,  config_sanitaires: null,  config_vestiaires: null,  config_WC_HF: null
2058;BUNG03150;Bungalow 6m;;;;;;;;;;;;;;
2059;BUNG00908;Bungalow 9m; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0;Cloison Porte 4.0; 1.0; 0.5; 0.5;;;;
2060;BUNG03496;Bungalow 6m;;;;;;;;;;;Pignon #02 5.0;;;
2061;BUNG03094;Bungalow 6m;;;;;;;;;;;Pignon #02 5.0;;;
2062;Bung00750;Bungalow 9m;Pignon Fenêtre 5.0;Pignon Fenêtre clim reversible 10.;<vide> 1.0;<vide> 1.0;<vide> 1.0;<vide> 1.0;<vide> 1.0;<vide> 1.0;<vide> 0.5;Panneau Passage 2.0;<vide> 4.0;chilly Mazarin ;;pignon1: Pignon Fenêtre 5.0,  pignon2: Pignon Fenêtre clim reversible 10.,  longpan3: <vide> 1.0,  longpan4: <vide> 1.0,  longpan5: <vide> 1.0,  longpan6: <vide> 1.0,  cloison_int7: <vide> 1.0,  cloison_int8: <vide> 1.0,  cloison_pass9: <vide> 0.5,  cloison_pass10: Panneau Passage 2.0,  kitchenette: <vide> 4.0,  config_sanitaires: null,  config_vestiaires: null,  config_WC_HF: null
2063;Bung00702;Bungalow 9m;Pignon Fenêtre clim reversible 10.;Pignon Fenêtre 5.0;<vide> 1.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;Cloison Porte 4.0;Cloison Porte 4.0;<vide> 0.5;Porte exterieure 5.0;;CMS ;;
2064;BUNG00173;Bungalow 9m;Pignon Fenêtre 5.0;Pignon Fenêtre clim reversible 10.;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Cloison Porte 4.0;Cloison Porte 4.0; 0.5; 0.5; 4.0;;Barreaudage galva 100x130 (U) 1.0 , , , ;pignon1: Pignon Fenêtre 5.0,  pignon2: Pignon Fenêtre clim reversible 10.,  longpan3: 1/2 long Pan Plein 2.5,  longpan4: 1/2 long Pan Plein 2.5,  cloison_int7: Cloison Porte 4.0, 
2065;Bung00588;Bungalow 9m;Pignon Fenêtre 5.0;Pignon Fenêtre clim reversible 10.; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.5;Porte exterieure 5.0;;chilly mazarin ;; cloison_pass10: Porte exterieure 5.0, 
2066;Bung00686;Bungalow 9m;Pignon mi-Plein/mi-Fenetre 5.0;Pignon sanitaire/WC 10.;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Passage 2.0;Panneau Passage 2.0;;CMS;;
2067;BUNG01499;Bungalow 6m;;;;;;;;;;;;;;
2068;BUNG03461;Bungalow 6m;;;;;;;;;;;;;;pignon1: Pignon mi-Plein/mi-Fenetre 5.0,  pignon2: Pignon Fenêtre convecteur 7.0,  longpan3: Long Pan 6m standard 2.5,  longpan4: Long Pan 6m standard 2.5,  passage5: 6.0,  passage6: 6.0, 
2069;bung01481;Bungalow 9m;Pignon Fenêtre 5.0;Pignon Fenêtre 5.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Passage 2.0;Panneau Passage 2.0; 4.0;;;
2070;Bung00540;Bungalow 9m;Pignon Fenêtre convecteur 7.0;Pignon Fenêtre convecteur 7.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Passage 2.0;Panneau Passage 2.0;;chilly;;
2071;BUNG03313;Bungalow 6m;;;;;;;;;;;Pignon #02 5.0;;; longpan3: Long Pan 6m standard 2.5,  longpan4: Long Pan 6m standard 2.5, 
2072;BUNG01514;Bungalow 9m;Pignon Fenêtre clim reversible 10.;Pignon Fenêtre clim reversible 10.;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;Cloison Porte 4.0;Cloison Porte 4.0;Panneau Passage 2.0;Panneau Passage 2.0;;;;pignon1: Pignon Fenêtre clim reversible 10.,  pignon2: Pignon Fenêtre clim reversible 10.,  longpan3: 1/2 long Pan Plein 2.5,  longpan4: 1/2 long Pan Plein 2.5,  longpan5: 1/2 long Pan Plein 2.5,  longpan6: 1/2 long Pan Plein 2.5,  cloison_int7: Cloison Porte 4.0,  cloison_int8: Cloison Porte 4.0,  cloison_pass9: Panneau Passage 2.0,  cloison_pass10: Panneau Passage 2.0,  kitchenette: null,  config_sanitaires: null,  config_vestiaires: null,  config_WC_HF: null
2073;BUNG04064;Bungalow 6m;;;;;;;;;;;Pignon #02 5.0;;;
2074;Bung00600;Bungalow 9m;Pignon Fenêtre clim reversible 10.;Pignon Fenêtre 5.0;<vide> 1.0;<vide> 1.0;<vide> 1.0;<vide> 1.0;<vide> 1.0;<vide> 1.0;<vide> 0.5;<vide> 0.5;<vide> 4.0;chilly;;pignon1: Pignon Fenêtre clim reversible 10.,  pignon2: Pignon Fenêtre 5.0,  longpan3: <vide> 1.0,  longpan4: <vide> 1.0,  longpan5: <vide> 1.0,  longpan6: <vide> 1.0,  cloison_int7: <vide> 1.0,  cloison_int8: <vide> 1.0,  cloison_pass9: <vide> 0.5,  cloison_pass10: <vide> 0.5,  kitchenette: <vide> 4.0,  config_sanitaires: null,  config_vestiaires: <n/a> 0.0,  config_WC_HF: null
2075;bung00614;Bungalow 9m;Pignon Fenêtre clim reversible 10.;Pignon Fenêtre clim reversible 10.;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Cloison Porte 4.0;Cloison Porte 4.0;Panneau Passage 2.0;Panneau Passage 2.0; 4.0;;;
2076;BUNG04154;Bungalow 6m;;;;;;;;;;;Pignon #02 5.0;;;
2077;BUNG04052;Bungalow 6m;;;;;;;;;;;Pignon #02 5.0;;;
2078;bung00297;Bungalow 9m;Pignon Fenêtre clim reversible 10.;Pignon Fenêtre clim reversible 10.; 1.0; 1.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0; 0.5;Panneau Passage 2.0; 4.0;;Réparation toiture(M2) 0.0, Echange fenêtre 2000mm (U) 3.5, Peinture extérieure (M2) 0.25, Peinture interieure(M2) 0.25, Barreaudage galva 100x130 (U) 1.0, Refection Lino(M2) 0.2Echange tableau Electrique > complet sans cable (U) 4.0, Echange interdiff 30mA (U) 1.0, Echange Disjoncteur  C10/C16A (U) 0.25, Echange prise : PC 16A + T (U) 0.25, Echange Pave LED (U) 0.5, Echange Climatiseur Reversible (U) 4.0, , , ;pignon1: Pignon Fenêtre clim reversible 10.,  pignon2: Pignon Fenêtre clim reversible 10.,  longpan6: 1/2 long Pan Plein 2.5,  cloison_pass10: Panneau Passage 2.0, 
2079;BUNG01056;Bungalow 9m;Pignon mi-Plein/mi-Fenetre 5.0;Pignon Fenêtre convecteur 7.0;<vide> 1.0;<vide> 1.0;<vide> 1.0;<vide> 1.0;<vide> 1.0;<vide> 1.0;<vide> 0.5;Panneau Passage 2.0;Pignon #01 5.0;;;pignon1: Pignon mi-Plein/mi-Fenetre 5.0,  pignon2: Pignon Fenêtre convecteur 7.0,  longpan3: <vide> 1.0,  longpan4: <vide> 1.0,  longpan5: <vide> 1.0,  longpan6: <vide> 1.0,  cloison_int7: <vide> 1.0,  cloison_int8: <vide> 1.0,  cloison_pass9: <vide> 0.5,  cloison_pass10: Panneau Passage 2.0,  kitchenette: Pignon #01 5.0,  config_sanitaires: null,  config_vestiaires: null,  config_WC_HF: null
2080;BUNG03284;Bungalow 6m;;;;;;;;;;;Pignon #02 5.0;;;pignon1: Pignon ferme 2.5,  pignon2: Pignon mi-Plein/mi-Fenetre 5.0,  longpan3: <vide> 1.0,  longpan4: Long Pan 6m standard 2.5,  passage5: 0,0,  passage6: 0,0,  cloison7: null,  kitchenette: Pignon #02 5.0,  config_sanitaires: null,  config_vestiaires: null,  config_WC_HF: null
2081;BUNG01362;Bungalow 9m;Pignon Fenêtre clim reversible 10.;Pignon Fenêtre clim reversible 10.; 1.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0;Cloison Pleine 3.0;Cloison Porte 4.0;Panneau Passage 2.0;Panneau Passage 2.0;;;;
2082;BUNG03137;Bungalow 6m;;;;;;;;;;;;;;
2083;bung01488;Bungalow 9m;Pignon Fenêtre convecteur 7.0;Pignon Fenêtre convecteur 7.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0; 0.5;Panneau Passage 2.0; 4.0;cms;;
2084;bung01359;Bungalow 9m;Pignon Fenêtre clim reversible 10.;Pignon Fenêtre clim reversible 10.;1/2 long Pan Plein 2.5; 1.0;1/2 long Pan Plein 2.5; 1.0;Cloison Porte 4.0;Cloison Pleine 3.0;Panneau Passage 2.0;Panneau Passage 2.0;;;;pignon1: Pignon Fenêtre clim reversible 10.,  pignon2: Pignon Fenêtre clim reversible 10.,  longpan3: 1/2 long Pan Plein 2.5,  longpan4: <vide> 1.0,  longpan5: 1/2 long Pan Plein 2.5,  longpan6: <vide> 1.0,  cloison_int7: Cloison Porte 4.0,  cloison_int8: Cloison Pleine 3.0,  cloison_pass9: Panneau Passage 2.0,  cloison_pass10: Panneau Passage 2.0,  kitchenette: null,  config_sanitaires: null,  config_vestiaires: null,  config_WC_HF: null
2085;BUNG01116;Bungalow 9m;Pignon mi-Plein/mi-Fenetre 5.0;Pignon mi-Plein/mi-Fenetre 5.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Passage 2.0;Panneau Passage 2.0;;;;
2086;BUNG01311;Bungalow 9m;Pignon Fenêtre convecteur 7.0;Pignon Fenêtre convecteur 7.0;1/2 long Pan Plein 2.5; 1.0; 1.0; 1.0;Cloison Porte 4.0; 1.0; 0.5; 0.5;;;;
2087;CONT108031;Container;;;;;;;;;;;;;;
2088;BUNG01409;Bungalow 9m;Pignon Fenêtre 5.0;Pignon Fenêtre convecteur 7.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0; 1.0; 1.0;Panneau Passage 2.0; 0.5;Pignon #01 5.0;chilly mazarin ;;
2089;Bung00557;Bungalow 9m;Pignon ferme 2.5;Pignon sanitaire/WC 10.;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Passage 2.0;Porte exterieure 5.0; 4.0;chilly mazarin ;;
2090;BUNG04101;Bungalow 6m;;;;;;;;;;;Pignon #02 5.0;;;
2091;BUNG00005;Bungalow 9m;Pignon Fenêtre convecteur 7.0;Pignon Fenêtre convecteur 7.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;<vide> 1.0;1/2 long Pan Plein 2.5;Cloison Porte 4.0;Cloison Porte 4.0;Panneau Passage 2.0;Panneau Passage 2.0;Pignon #02 5.0;;;pignon1: Pignon Fenêtre convecteur 7.0,  pignon2: Pignon Fenêtre convecteur 7.0,  longpan3: 1/2 long Pan Plein 2.5,  longpan4: 1/2 long Pan Plein 2.5,  longpan5: <vide> 1.0,  longpan6: 1/2 long Pan Plein 2.5,  cloison_int7: Cloison Porte 4.0,  cloison_int8: Cloison Porte 4.0,  cloison_pass9: Panneau Passage 2.0,  cloison_pass10: Panneau Passage 2.0,  kitchenette: Pignon #02 5.0,  config_sanitaires: null,  config_vestiaires: <n/a> 0.0,  config_WC_HF: <n/a> 0.0
2092;BUNG01251;Bungalow 9m;Pignon ferme 2.5;Pignon sanitaire/WC 10.;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Porte exterieure 5.0;Panneau Passage 2.0; 4.0;;;pignon1: Pignon ferme 2.5,  longpan3: 1/2 long Pan Plein 2.5,  longpan5: 1/2 long Pan Plein 2.5,  longpan6: 1/2 long Pan Plein 2.5,  cloison_pass9: Porte exterieure 5.0,  cloison_pass10: Panneau Passage 2.0,  kitchenette: <vide> 4.0,  config_sanitaires: <n/a> 0.0 , 
2093;BUNG01408;Bungalow 9m;Pignon Fenêtre convecteur 7.0;Pignon Porte 6.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Plein 2.0;Panneau Passage 2.0;;chilly mazarin ;; pignon2: Pignon Porte 6.0, 
2094;Bung00324;Bungalow 9m;Pignon Fenêtre clim reversible 10.;Pignon Fenêtre clim reversible 10.;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Cloison Porte 4.0;Cloison Porte 4.0;Panneau Passage 2.0;Porte exterieure 5.0;;;;
2095;BUNG01239;Bungalow 9m;Pignon Fenêtre convecteur 7.0;Pignon Fenêtre convecteur 7.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Passage 2.0;Panneau Passage 2.0; 4.0;;;pignon1: Pignon Fenêtre convecteur 7.0,  longpan3: 1/2 long Pan Plein 2.5,  longpan5: 1/2 long Pan Plein 2.5,  longpan6: 1/2 long Pan Plein 2.5,  cloison_pass9: Panneau Passage 2.0,  cloison_pass10: Panneau Passage 2.0,  config_vestiaires: séchant individuel 20., 
2096;CONT05850026;Container;;;;;;;;;;;;;;
2097;BUNG04189;Bungalow 6m;;;;;;;;;;;;;;
2098;BUNG04117;Bungalow 6m;;;;;;;;;;;;;;
2099;BUNG04106;Bungalow 6m;;;;;;;;;;;;;;
2100;BUNG04108;Bungalow 6m;;;;;;;;;;;Pignon #02 5.0;;;
2101;BUNG03605;Bungalow 6m;;;;;;;;;;;;;;
2102;BUNG04191;Bungalow 6m;;;;;;;;;;;;;;
2103;BUNG04113;Bungalow 6m;;;;;;;;;;;;;;
2104;BUNG04116;Bungalow 6m;;;;;;;;;;;;;;
2105;BUNG00090;Bungalow 9m;Pignon sanitaire/WC 10.;Pignon Fenêtre convecteur 7.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Passage 2.0;Panneau Passage 2.0; 4.0;;;
2106;BUNG03227;Bungalow 6m;;;;;;;;;;;;;;pignon1: Pignon ferme 2.5,  pignon2: Pignon Fenêtre convecteur 7.0,  passage6: 6.0, 
2107;BUNG04171;Bungalow 6m;;;;;;;;;;;;;;
2108;BUNG03532;Bungalow 6m;;;;;;;;;;; 4.0;;;
2109;Bung00476;Bungalow 9m;Pignon Fenêtre clim reversible 10.;Pignon Fenêtre convecteur 7.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Cloison Porte 4.0;Cloison Porte 4.0;Porte exterieure 5.0; 0.5;;chilly mazarin ;; pignon2: Pignon Fenêtre convecteur 7.0,  longpan5: <vide> 1.0,  longpan6: <vide> 1.0,  cloison_pass9: Porte exterieure 5.0, 
2110;Bung00704;Bungalow 9m;Pignon Fenêtre convecteur 7.0;Pignon Fenêtre clim reversible 10.;<vide> 1.0;<vide> 1.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;Cloison Porte 4.0;Cloison Porte 4.0;<vide> 0.5;<vide> 0.5;;CMS;;pignon1: Pignon Fenêtre convecteur 7.0,  pignon2: Pignon Fenêtre clim reversible 10.,  longpan3: <vide> 1.0,  longpan4: <vide> 1.0,  longpan5: 1/2 long Pan Plein 2.5,  longpan6: 1/2 long Pan Plein 2.5,  cloison_int7: Cloison Porte 4.0,  cloison_int8: Cloison Porte 4.0,  cloison_pass9: <vide> 0.5,  cloison_pass10: <vide> 0.5,  kitchenette: null,  config_sanitaires: null,  config_vestiaires: null,  config_WC_HF: null
2111;BUNG01320;Bungalow 9m;Pignon ferme 2.5;Pignon sanitaire/WC 10.;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Porte exterieure 5.0;Panneau Passage 2.0;;;;
2112;BUNG00278;Bungalow 9m;Pignon Fenêtre convecteur 7.0;Pignon Fenêtre convecteur 7.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;;;Panneau Passage 2.0;Panneau Passage 2.0;;;;pignon1: Pignon Fenêtre convecteur 7.0,  pignon2: Pignon Fenêtre convecteur 7.0,  longpan3: 1/2 long Pan Plein 2.5,  longpan4: 1/2 long Pan Plein 2.5,  longpan5: 1/2 long Pan Plein 2.5,  longpan6: 1/2 long Pan Plein 2.5,  cloison_int7: null,  cloison_int8: null,  cloison_pass9: Panneau Passage 2.0,  cloison_pass10: Panneau Passage 2.0,  kitchenette: null,  config_sanitaires: null,  config_vestiaires: null,  config_WC_HF: null
2113;bung01486;Bungalow 9m;Pignon ferme 2.5;Pignon sanitaire/WC 10.;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Passage 2.0;Porte exterieure 5.0; 4.0;cms;; pignon2: Pignon sanitaire/WC 10., 
2114;BUNG03106;Bungalow 6m;;;;;;;;;;;;Tourville ;;pignon1: Pignon Fenêtre convecteur/window 10.,  pignon2: Pignon ferme 2.5,  longpan3: Long Pan 6m standard 2.5,  longpan4: Long Pan 6m standard 2.5,  passage5: 0,0,  passage6: 0,0,  cloison7: null,  kitchenette: null,  config_sanitaires: null,  config_vestiaires: null,  config_WC_HF: null
2115;BUNG04046;Bungalow 6m;;;;;;;;;;;;;;
2116;BUNG00145;Bungalow 9m;Pignon Fenêtre convecteur 7.0;Pignon Fenêtre convecteur 7.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Plein 2.0;Panneau Passage 2.0; 4.0;;; config_vestiaires: null, 
2117;BUNG01473;Bungalow 9m;Pignon Fenêtre 5.0;Pignon Fenêtre 5.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Passage 2.0;Panneau Passage 2.0;;;;
2118;BUNG04184;Bungalow 6m;;;;;;;;;;;;;;
2119;CONT945184;Container;;;;;;;;;;;;;;
2120;Bung00620;Bungalow 9m;Pignon Fenêtre 5.0;Pignon sanitaire/WC 10.;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0;Cloison Porte 4.0;Panneau Passage 2.0;Porte exterieure 5.0;;chilly mazarin ;;
2121;bung00359;Bungalow 9m;Pignon ferme 2.5;Pignon Fenêtre clim reversible 10.;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Cloison Pleine 3.0; 1.0;Panneau Passage 2.0; 0.5;;Chilly mazrin;;
2122;BUNG01196;Bungalow 9m;Pignon Fenêtre convecteur 7.0;Pignon Fenêtre convecteur 7.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Passage 2.0;Panneau Passage 2.0;;;;
2123;BUNG04177;Bungalow 6m;;;;;;;;;;;;;;
2124;BUNG04112;Bungalow 6m;;;;;;;;;;;;;;
2125;BUNG03368;Bungalow 6m;;;;;;;;;;;;;; longpan3: <vide> 1.0,  longpan4: Long Pan 6m standard 2.5,  passage5: 4.0,  passage6: 5.0,  cloison7: null, 
